,Label,Spotify,Title,Artist,Featured Artists,feat-string,artist-string,weav-track-prefix,Prefix formula,Genre,ISRC,GRID,source-UPC,Circle of Fifths
241,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Zookëper%20-%20Watch%20Me%20,Watch Me,Zookëper,,,Zookëper,io.weav.tracks.WatchMe,WatchMe,['EDM'],,,,11
242,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/TwoWorldsApart%20Jordi%20Rivera%20-%20Bodies%20ft.%20Raquel%20Castro%20,Bodies,TwoWorldsApart,['recC0lpBoh0dzfQbP'],Raquel Castro,TwoWorldsApart & Jordi Rivera,io.weav.tracks.Bodies,Bodies,['EDM'],,,,9
243,['rece4tItq5DfyHPYV'],https://open.spotify.com/search/songs/More%20Giraffes%20-%20AOP%20,AOP,More Giraffes,,,More Giraffes,io.weav.tracks.AOP,AOP,['Pop'],,,,7
244,['rece4tItq5DfyHPYV'],https://open.spotify.com/search/songs/More%20Giraffes%20-%20Dinosaur%20,Dinosaur,More Giraffes,,,More Giraffes,io.weav.tracks.Dinosaur,Dinosaur,['Pop'],,,,0
245,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Vasco%20-%20'N'%20Now%20I%20Feel%20Like%20,'N' Now I Feel Like,Vasco,,,Vasco,io.weav.tracks.NowIFeelLike,'N'NowIFeelLike,['RnB'],,,,5
246,['recxElvUDqEHlBzKl'],https://open.spotify.com/search/songs/Anna%20Clendening%20-%20Dead%20End%20,Dead End,Anna Clendening,,,Anna Clendening,io.weav.tracks.DeadEnd,DeadEnd,['Pop'],US39N1900008,A10302B00048150409,,8
247,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/KREAM%20-%20Decisions%20ft.%20Maia%20Wright%20,Decisions,KREAM,['rec89w8ocsFh6K95P'],Maia Wright,KREAM,io.weav.tracks.Decisions,Decisions,['EDM'],USAT21901998,A10302B0004839350U,,0
248,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Peanut%20Butter%20Jelly%20,Peanut Butter Jelly,Galantis,,,Galantis,io.weav.tracks.PeanutButterJelly,PeanutButterJelly,['EDM'],USAT21901841,A10302B00048146614,,11
249,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Mama%20Look%20At%20Me%20Now%20,Mama Look At Me Now,Galantis,,,Galantis,io.weav.tracks.MamaLookAtMeNow,MamaLookAtMeNow,['EDM'],USAT21901838,A10302B0004814658T,,7
250,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Sweater%20Beats%20-%20Glory%20Days%20ft.%20Hayley%20Kiyoko%20,Glory Days,Sweater Beats,['recMLav1if5W8O08W'],Hayley Kiyoko,Sweater Beats,io.weav.tracks.GloryDays,GloryDays,['EDM'],USAT21901999,A10302B0004839359C,,11
251,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Cash%20Cash%20-%20Broken%20Drum%20ft.%20Fitz%20of%20Fitz%20and%20the%20Tantrums%20,Broken Drum,Cash Cash,['reclGLOmgCftW02OM'],Fitz of Fitz and the Tantrums,Cash Cash,io.weav.tracks.BrokenDrum,BrokenDrum,['EDM'],USAT21902001,A10302B0004839383C,,1
252,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Nikki%20Vianna%20Matoma%20-%20When%20You%20Leave%20,When You Leave,Nikki Vianna,,,Nikki Vianna & Matoma,io.weav.tracks.WhenYouLeave,WhenYouLeave,['Pop'],USAT21902118,A10302B0004841147R,,7
253,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20Emoji%20,Emoji,Galantis,,,Galantis,io.weav.tracks.Emoji,Emoji,['EDM'],USAT21901839,A10302B0004814659R,,11
254,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Galantis%20-%20San%20Francisco%20ft.%20Sofia%20Carson%20,San Francisco,Galantis,['recHSpd1n43bgp1Bi'],Sofia Carson,Galantis,io.weav.tracks.SanFrancisco,SanFrancisco,['EDM'],USAT21901840,A10302B00048146606,,4
255,['recxElvUDqEHlBzKl'],https://open.spotify.com/search/songs/Anna%20Clendening%20-%20Invisible%20,Invisible,Anna Clendening,,,Anna Clendening,io.weav.tracks.Invisible,Invisible,['Pop'],US39N1900009,A10302B00048150417,,4
256,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Sweater%20Beats%20-%20Better%20ft.%20Nicole%20Millar%20Imad%20Royal%20,Better,Sweater Beats,"['recG988GLa1bez5Wg', 'recuXkuwkzeiCLVFH']",Nicole Millar & Imad Royal,Sweater Beats,io.weav.tracks.Better,Better,['EDM'],USAT21902000,A10302B0004839360Q,,0
257,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Whethan%20-%20Top%20Shelf%20ft.%20Bipolar%20Sunshine%20,Top Shelf,Whethan,['recqBTjDJjavcNIyp'],Bipolar Sunshine,Whethan,io.weav.tracks.TopShelf,TopShelf,['EDM'],USAT21901996,A10302B0004839327S,,0
258,['recxR6CqFBSPvc7hY'],https://open.spotify.com/search/songs/Taska%20Black%20-%20Where%20We%20Go%20(Instrumental)%20,Where We Go,Taska Black,,,Taska Black,io.weav.tracks.WhereWeGoInstrumental,WhereWeGo,['EDM'],,,,9
259,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/BRKLYN%20Zack%20Martino%20-%20Good%20Vibe%20(Instrumental)%20,Good Vibe,BRKLYN,,,BRKLYN & Zack Martino,io.weav.tracks.GoodVibeInstrumental,GoodVibe,['EDM'],,,,4
260,['recpZZxgHzbS4Qyj1'],https://open.spotify.com/search/songs/Syn%20Cole%20-%20Miami%2082%20ft.%20Madame%20Buttons%20(Instrumental)%20,Miami 82,Syn Cole,['recE4LCaRvm02bqIm'],Madame Buttons,Syn Cole,io.weav.tracks.MiamiInstrumental,Miami82,['EDM'],CHB701800117,A10302B00045309842,,11
261,['recpZZxgHzbS4Qyj1'],https://open.spotify.com/search/songs/CAZZETTE%20-%20Run%20The%20World%20ft.%20Nadia%20Gattas%20(Instrumental)%20,Run The World,CAZZETTE,['recKbUc5HCy7yOiZF'],Nadia Gattas,CAZZETTE,io.weav.tracks.RunTheWorldInstrumental,RunTheWorld,['EDM'],,,,9
262,['rechDxvy8NgTayPUY'],https://open.spotify.com/search/songs/Black%20Rebel%20Motorcycle%20Club%20-%20Weapon%20Of%20Choice%20(Instrumental)%20,Weapon Of Choice,Black Rebel Motorcycle Club,,,Black Rebel Motorcycle Club,io.weav.tracks.WeaponOfChoiceInstrumental,WeaponOfChoice,['Rock'],USRC10700188,,,8
263,['recpZZxgHzbS4Qyj1'],https://open.spotify.com/search/songs/CAZZETTE%20-%20Together%20ft.%20Newtimers%20(Instrumental)%20,Together,CAZZETTE,['recTXEdppM9bk6bfv'],Newtimers,CAZZETTE,io.weav.tracks.TogetherCazzetteInstrumental,Together,['EDM'],,,,9
264,['recxR6CqFBSPvc7hY'],https://open.spotify.com/search/songs/Dooqu%20-%20Feel%20So%20Good%20(Instrumental)%20,Feel So Good,Dooqu,,,Dooqu,io.weav.tracks.FeelSoGoodInstrumental,FeelSoGood,['EDM'],,,,9
265,['recxR6CqFBSPvc7hY'],https://open.spotify.com/search/songs/Dooqu%20-%20Laid%20A%20Lie%20(Instrumental)%20,Laid A Lie,Dooqu,,,Dooqu,io.weav.tracks.LaidALieInstrumental,LaidALie,['EDM'],,,,1
266,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/KREAM%20X%20Cazztek%20-%20Enough%20ft.%20Shoffy%20(Instrumental)%20,Enough,KREAM X Cazztek,['recj3pJWAse5OQbn0'],Shoffy,KREAM X Cazztek,io.weav.tracks.EnoughInstrumental,Enough,['EDM'],,,,1
267,['recNccjHNJVQfeT3Q'],https://open.spotify.com/search/songs/Krosses%20-%20Gold%20(Instrumental)%20,Gold,Krosses,,,Krosses,io.weav.tracks.GoldInstrumental,Gold,['EDM'],,,,8
268,['recv68bB40bhbNHXl'],https://open.spotify.com/search/songs/Len%20-%20Steal%20My%20Sunshine%20(Instrumental)%20,Steal My Sunshine,Len,,,Len,io.weav.tracks.StealMySunshineInstrumental,StealMySunshine,['Pop/Rock'],USSM19900189,,,5
269,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Madison%20Mars%20-%20Home%20ft.%20Maggie%20Szabo%20(Instrumental)%20,Home,Madison Mars,['recyA49xrNE8EunQy'],Maggie Szabo,Madison Mars,io.weav.tracks.HomeMarsInstrumental,Home,['EDM'],,,,0
270,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Man%20Cub%20-%20Breathe%20Again%20(Instrumental)%20,Breathe Again,Man Cub,,,Man Cub,io.weav.tracks.BreatheAgainInstrumental,BreatheAgain,['EDM'],,,,5
271,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Man%20Cub%20-%20Sure%20Thing%20ft.%20Svrcina%20(Instrumental)%20,Sure Thing,Man Cub,['recJ3y7aoQkfFKJM4'],Svrcina,Man Cub,io.weav.tracks.SureThingInstrumental,SureThing,['EDM'],,,,5
272,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Matoma%20-%20Sunday%20Morning%20ft.%20Josie%20Dunne%20(Instrumental)%20,Sunday Morning,Matoma,['rech84rePWAvIo443'],Josie Dunne,Matoma,io.weav.tracks.SundayMorningInstrumental,SundayMorning,['EDM'],,,,6
273,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Muvy%20-%20You%20(Instrumental)%20,You,Muvy,,,Muvy,io.weav.tracks.YouInstrumental,You,['EDM'],,,,4
274,['recallssJLk8t0gr0'],https://open.spotify.com/search/songs/Sam%20Feldt%20Dante%20Klein%20-%20Feels%20Like%20Home%20ft.%20Milow%20(Instrumental)%20,Feels Like Home,Sam Feldt,['reczVe2G3ZV6eT6Dr'],Milow,Sam Feldt & Dante Klein,io.weav.tracks.FeelsLikeHomeInstrumental,FeelsLikeHome,['EDM'],,,,1
275,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/TwoWorldsApart%20Jordi%20Rivera%20-%20Bodies%20ft.%20Raquel%20Castro%20(Instrumental)%20,Bodies,TwoWorldsApart,['recC0lpBoh0dzfQbP'],Raquel Castro,TwoWorldsApart & Jordi Rivera,io.weav.tracks.BodiesInstrumental,Bodies,['EDM'],,,,9
276,['reczKOd5S6x8c4Dty'],https://open.spotify.com/search/songs/Zookëper%20-%20Watch%20Me%20(Instrumental)%20,Watch Me,Zookëper,,,Zookëper,io.weav.tracks.WatchMeInstrumental,WatchMe,['EDM'],,,,11
277,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Vasco%20-%20Running%20Wild%20,Running Wild,Vasco,,,Vasco,io.weav.tracks.RunningWild,RunningWild,['RnB'],,,,5
278,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Vasco%20-%20Diamond%20Rings%20,Diamond Rings,Vasco,,,Vasco,io.weav.tracks.DiamondRings,DiamondRings,['RnB'],,,,9
279,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Vasco%20-%20Everybody%20Needs%20Someone%20,Everybody Needs Someone,Vasco,,,Vasco,io.weav.tracks.EverybodyNeedsSomeone,EverybodyNeedsSomeone,['RnB'],,,,0
280,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Vasco%20-%20I%20Don't%20Wanna%20Waste%20Love%20,I Don't Wanna Waste Love,Vasco,,,Vasco,io.weav.tracks.IDontWannaWaste,IDon'tWannaWasteLove,['RnB'],,,,6
281,['recrzFbrNYO25B8Yn'],https://open.spotify.com/search/songs/Vasco%20-%20I%20Guess%20I%20Should%20Have%20Loved%20You%20,I Guess I Should Have Loved You,Vasco,,,Vasco,io.weav.tracks.IGuessIShouldHave,IGuessIShouldHaveLovedYou,['RnB'],,,,1
282,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Cheap%20Trick%20-%20I%20Want%20You%20To%20Want%20Me%20(Live)%20,I Want You To Want Me (Live),Cheap Trick,,,Cheap Trick,io.weav.tracks.IWantYouToWantMeLive,IWantYouToWantMe(Live),['Rock'],"
USSM17800361
",,,3
283,['recv68bB40bhbNHXl'],https://open.spotify.com/search/songs/Cheap%20Trick%20-%20Dream%20Police%20,Dream Police,Cheap Trick,,,Cheap Trick,io.weav.tracks.DreamPolice,DreamPolice,['Rock'],"
USSM19917189
",,,4
284,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Cheap%20Trick%20-%20Surrender%20(Live)%20,Surrender (Live),Cheap Trick,,,Cheap Trick,io.weav.tracks.SurrenderLive,Surrender(Live),['Rock'],USSM17800356,,,0
285,['reckzSuuJ9IhRZloB'],https://open.spotify.com/search/songs/The%20Guess%20Who%20-%20American%20Woman%20,American Woman,The Guess Who,,,The Guess Who,io.weav.tracks.AmericanWoman,AmericanWoman,['Rock'],USRC10001083,,,4
286,['reckzSuuJ9IhRZloB'],https://open.spotify.com/search/songs/The%20Guess%20Who%20-%20Hand%20Me%20Down%20World%20,Hand Me Down World,The Guess Who,,,The Guess Who,io.weav.tracks.HandMeDownWorld,HandMeDownWorld,['Rock'],"
USRC17007997
",,,5
287,['rece4tItq5DfyHPYV'],https://open.spotify.com/search/songs/More%20Giraffes%20-%20Basement%20,Basement,More Giraffes,,,More Giraffes,io.weav.tracks.Basement,Basement,['Pop'],,,,3
288,['rece4tItq5DfyHPYV'],https://open.spotify.com/search/songs/More%20Giraffes%20-%20Cloud%20,Cloud,More Giraffes,,,More Giraffes,io.weav.tracks.Cloud,Cloud,['Pop'],,,,6
289,['rece4tItq5DfyHPYV'],https://open.spotify.com/search/songs/More%20Giraffes%20-%20Not%20Cool%20,Not Cool,More Giraffes,,,More Giraffes,io.weav.tracks.NotCool,NotCool,['Pop'],,,,3
290,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Jeni%20Saint%20-%20In%20Harmony%20,In Harmony,Jeni Saint,,,Jeni Saint,io.weav.tracks.InHarmony,InHarmony,['Classical'],,,,8
291,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Jeni%20Saint%20-%20Avalanche%20Girl%20,Avalanche Girl,Jeni Saint,,,Jeni Saint,io.weav.tracks.AvalancheGirl,AvalancheGirl,['Classical'],,,,8
292,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/South%20Soul%20Project%20-%20Lay%20Of%20The%20Land%20,Lay Of The Land,South Soul Project,,,South Soul Project,io.weav.tracks.LayOfTheLand,LayOfTheLand,['EDM'],,,,11
293,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Maximono%20-%20Lift%20You%20Up%20,Lift You Up,Maximono,,,Maximono,io.weav.tracks.LiftYouUp,LiftYouUp,['EDM'],,,,11
294,['rechDxvy8NgTayPUY'],"https://open.spotify.com/search/songs/G-Eazy%20-%20Me,%20Myself%20I%20ft.%20Bebe%20Rexha%20","Me, Myself & I",G-Eazy,['recmz2avBzuAQHU4l'],Bebe Rexha,G-Eazy,io.weav.tracks.MeMyselfI,"Me,Myself&I",['Hip Hop'],USRC11502211,,,9
295,['rechDxvy8NgTayPUY'],https://open.spotify.com/search/songs/G-Eazy%20-%20No%20Limit%20ft.%20A$AP%20Rocky%20Cardi%20B%20,No Limit,G-Eazy,"['recbpjff8pynGz6yq', 'recxTJUJpmDuy50T4']",A$AP Rocky & Cardi B,G-Eazy,io.weav.tracks.NoLimit,NoLimit,['Hip Hop'],USRC11702118,,,6
296,['reckzSuuJ9IhRZloB'],https://open.spotify.com/search/songs/Montgomery%20Gentry%20-%20Gone%20,Gone,Montgomery Gentry,,,Montgomery Gentry,io.weav.tracks.Gone,Gone,['Country'],"
USSM10402876
",,,2
297,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Matt%20Dean%20-%20Together%20ft.%20Kate%20Havnevik%20,Together,Matt & Dean,['recqFKEYkxqmPqvgE'],Kate Havnevik,Matt & Dean,io.weav.tracks.Together,Together,['House'],,,,0
298,['rec4B9DyWhpCTVvxG'],https://open.spotify.com/search/songs/Dan%20+%20Shay%20-%20Tequila%20,Tequila,Dan + Shay,,,Dan + Shay,io.weav.tracks.Tequila,Tequila,['Country/Pop'],USWB11901111,A10302B0004875412F,,5
299,['rechOujUGnxaXXPDR'],https://open.spotify.com/search/songs/Anitta%20Chris%20Marshall%20-%20Tu%20Y%20Yo%20,Tu Y Yo,Anitta,,,Anitta & Chris Marshall,io.weav.tracks.TuYYo,TuYYo,['Latin'],BRWMB1900781,A10302B00049143611,,8
300,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/Goneville%20-%20Thank%20You%20Chef%20,Thank You Chef,Goneville,,,Goneville,io.weav.tracks.ThankYouChef,ThankYouChef,['Hip Hop'],,,,5
301,['recbv9WpJwr7YbkGD'],https://open.spotify.com/search/songs/IDRIS%20-%20Lights%20,Lights,IDRIS,,,IDRIS,io.weav.tracks.Lights,Lights,['Electronic'],,,,11
302,['rechOujUGnxaXXPDR'],https://open.spotify.com/search/songs/Anitta%20DJ%20Luian%20Mambo%20Kingz%20-%20Sin%20Miedo%20,Sin Miedo,Anitta,,,Anitta & DJ Luian & Mambo Kingz,io.weav.tracks.SinMiedo,SinMiedo,['Latin'],BRWMB1900780,A10302B00049143603,,7
303,['rechOujUGnxaXXPDR'],https://open.spotify.com/search/songs/Anitta%20-%20Atención%20,Atención,Anitta,,,Anitta,io.weav.tracks.Attencion,Atención,['Latin'],BRWMB1900777,A10302B0004914357U,,5
304,['rechOujUGnxaXXPDR'],https://open.spotify.com/search/songs/Anitta%20Snoop%20Dogg%20Ludmilla%20-%20Onda%20Diferente%20ft.%20Papatinho%20,Onda Diferente,Anitta,['recmm2nAVbhQws7C8'],Papatinho,Anitta & Snoop Dogg & Ludmilla,io.weav.tracks.OndaDiferente,OndaDiferente,['Latin'],BRWMB1900779,A10302B0004914359Q,,4
305,['rechOujUGnxaXXPDR'],https://open.spotify.com/search/songs/Anitta%20Prince%20Royce%20-%20Rosa%20,Rosa,Anitta,,,Anitta & Prince Royce,io.weav.tracks.Rosa,Rosa,['Latin'],BRWMB1900782,A10302B00049143620,,4
306,['rechOujUGnxaXXPDR'],https://open.spotify.com/search/songs/Anitta%20Swae%20Lee%20-%20Poquito%20,Poquito,Anitta,,,Anitta & Swae Lee,io.weav.tracks.Poquito,Poquito,['Latin'],BRWMB1900785,A10302B0004914365U,,0
307,['rec8sjtIFS7wOQdMK'],https://open.spotify.com/search/songs/Smith%20Thell%20-%20Forgive%20Me%20Friend%20ft.%20Swedish%20Jam%20Factory%20,Forgive Me Friend,Smith & Thell,['recKVmsIQkwEoKXAA'],Swedish Jam Factory,Smith & Thell,io.weav.tracks.ForgiveMeFriend,ForgiveMeFriend,['Country/Pop'],,,,7
308,['rec8sjtIFS7wOQdMK'],https://open.spotify.com/search/songs/Becky%20G%20Digital%20Farm%20Animals%20-%20Next%20To%20You%20ft.%20Rvssian%20,Next To You,Becky G,['rec6kdxw0ksJ3Xipq'],Rvssian,Becky G & Digital Farm Animals,io.weav.tracks.NextToYou,NextToYou,['Pop'],,,,1
309,['rechOujUGnxaXXPDR'],https://open.spotify.com/search/songs/Anitta%20Alesso%20-%20Get%20To%20Know%20Me%20,Get To Know Me,Anitta,,,Anitta & Alesso,io.weav.tracks.GetToKnowMe,GetToKnowMe,['Latin'],BRWMB1900786,A10302B0004914366S,,11
310,['rece4tItq5DfyHPYV'],https://open.spotify.com/search/songs/Caitlyn%20Scarlett%20-%20Happy%20When%20,Happy When,Caitlyn Scarlett,,,Caitlyn Scarlett,io.weav.tracks.HappyWhen,HappyWhen,['Pop'],,,,0
311,['rece4tItq5DfyHPYV'],https://open.spotify.com/search/songs/Caitlyn%20Scarlett%20-%20Ornaments%20,Ornaments,Caitlyn Scarlett,,,Caitlyn Scarlett,io.weav.tracks.Ornaments,Ornaments,['Pop'],,,,4
312,['rece4tItq5DfyHPYV'],https://open.spotify.com/search/songs/Vivienne%20Chi%20-%20Junk%20,Junk,Vivienne Chi,,,Vivienne Chi,io.weav.tracks.Junk,Junk,['Pop'],,,,0
313,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Zara%20Larsson%20-%20Ruin%20My%20Life%20,Ruin My Life,Zara Larsson,,,Zara Larsson,io.weav.tracks.RuinMyLife,RuinMyLife,['Pop'],USSM11807704,A10328E0008827734D,886447330340,5
314,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Future%20-%20Mask%20Off%20,Mask Off,Future,,,Future,io.weav.tracks.MaskOff,MaskOff,['Hip Hop'],USSM11701444,,886446371962,11
315,"['recXjEasHYoQGhuQp', 'rec0DHKwd4gZGUl8K']",https://open.spotify.com/search/songs/21%20Savage%20-%20Monster%20ft.%20Childish%20Gambino%20,Monster,21 Savage,['rec736zSy9PU4JT93'],Childish Gambino,21 Savage,io.weav.tracks.Monster,Monster,['Hip Hop'],QZ45A1700096,A10328E00089185174,886447502792,0
316,"['rec0DHKwd4gZGUl8K', 'rec087JQVvgTsYugn']",https://open.spotify.com/search/songs/Camila%20Cabello%20-%20Havana%20ft.%20Young%20Thug%20,Havana,Camila Cabello,['recJUFeEz3z98kput'],Young Thug,Camila Cabello,io.weav.tracks.Havana,Havana,['Pop'],USSM11706905,A10328E0008561167Y,886446870298,10
317,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Yo%20Gotti%20-%20Rake%20It%20Up%20ft.%20Nicki%20Minaj%20,Rake It Up,Yo Gotti,['recAKgqEGXEDllvHN'],Nicki Minaj,Yo Gotti,io.weav.tracks.RakeItUp,RakeItUp,['Hip Hop'],USSM11705366,A10328E0008494190E,886446803593,4
318,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Yo%20Gotti%20-%20Put%20A%20Date%20On%20It%20ft.%20Lil%20Baby%20,Put A Date On It,Yo Gotti,['recRf55vCPf9bBEfa'],Lil Baby,Yo Gotti,io.weav.tracks.PutADateOnIt,PutADateOnIt,['Hip Hop'],USSM11809279,A10328E00089170813,886447499627,1
319,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Future%20Juice%20WRLD%20-%20Fine%20China%20,Fine China,Future,,,Future & Juice WRLD,io.weav.tracks.FineChina,FineChina,['Hip Hop'],USSM11808143,A10328E0008853800E,886447364802,0
320,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Mariah%20Carey%20-%20With%20You%20,With You,Mariah Carey,,,Mariah Carey,io.weav.tracks.WithYou,WithYou,['RnB'],USSM11807411,A10328E00088567140,886447294161,8
321,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Rick%20Ross%20-%20Green%20Gucci%20Suit%20ft.%20Future%20,Green Gucci Suit,Rick Ross,['recVV03Nlwh1ongoI'],Future,Rick Ross,io.weav.tracks.GreenGucciSuit,GreenGucciSuit,['Hip Hop'],USSM11803961,A10328E00086736148,886447055762,3
322,['rechDxvy8NgTayPUY'],https://open.spotify.com/search/songs/G-Eazy%20-%20I%20Mean%20It%20ft.%20Remo%20the%20Hitmaker%20,I Mean It,G-Eazy,['recf0BXj5ysmkNhev'],Remo the Hitmaker,G-Eazy,io.weav.tracks.IMeanIt,IMeanIt,['Hip Hop'],,,,10
323,['rechDxvy8NgTayPUY'],https://open.spotify.com/search/songs/G-Eazy%20-%201942%20ft.%20Yo%20Gotti%20YBN%20Nahmir%20,1942,G-Eazy,"['recDRGiMO4DrSvDYf', 'rec6qbMWlzJ6oRzHK']",Yo Gotti & YBN Nahmir,G-Eazy,io.weav.tracks.NineteenFourtyTwo,1942,['Hip Hop'],,,,2
324,['rechDxvy8NgTayPUY'],https://open.spotify.com/search/songs/G-Eazy%20-%20Sober%20ft.%20Charlie%20Puth%20,Sober,G-Eazy,['rec482YfZPXNMTVip'],Charlie Puth,G-Eazy,io.weav.tracks.Sober,Sober,['Hip Hop'],,,,3
325,['rechDxvy8NgTayPUY'],https://open.spotify.com/search/songs/G-Eazy%20-%20No%20Less%20ft.%20SG%20Lewis%20Louis%20Mattrs%20,No Less,G-Eazy,"['reczdwVYEcJdy6UjA', 'recjU4V2fmIDZtqy3']",SG Lewis & Louis Mattrs,G-Eazy,io.weav.tracks.NoLess,NoLess,['Hip Hop'],,,,2
326,['rechDxvy8NgTayPUY'],https://open.spotify.com/search/songs/G-Eazy%20-%20Drop%20ft.%20Blac%20Youngsta%20BlocBoy%20JB%20,Drop,G-Eazy,"['recCSGVMjJJwhElpr', 'recoBNKLVvQaWlysx']",Blac Youngsta & BlocBoy JB,G-Eazy,io.weav.tracks.Drop,Drop,['Hip Hop'],,,,6
327,['rechDxvy8NgTayPUY'],https://open.spotify.com/search/songs/G-Eazy%20-%20Him%20I%20ft.%20Halsey%20,Him & I,G-Eazy,['rec371SY2tz4IM0CQ'],Halsey,G-Eazy,io.weav.tracks.HimAndI,Him&I,['Hip Hop'],,,,0
328,['rec5jjOURDPtA0fYc'],https://open.spotify.com/search/songs/Mau%20y%20Ricky%20-%20La%20Boca%20ft.%20Camilo%20,La Boca,Mau y Ricky,['recamEudt0q4Dp89X'],Camilo,Mau y Ricky,io.weav.tracks.LaBoca,LaBoca,['Latin'],USSD11900091,A10328E00090056984,886447647615,2
329,['rec8sjtIFS7wOQdMK'],https://open.spotify.com/search/songs/PNAU%20-%20Solid%20Gold%20ft.%20Kira%20Divine%20Marques%20Toliver%20,Solid Gold,PNAU,"['recZamowsGnqrSVZQ', 'recUite5em8PyXaps']",Kira Divine & Marques Toliver,PNAU,io.weav.tracks.SolidGold,SolidGold,['Pop'],,,,0
330,"['recXjEasHYoQGhuQp', 'rec0DHKwd4gZGUl8K']",https://open.spotify.com/search/songs/Offset%20Metro%20Boomin%20-%20Ric%20Flair%20Drip%20,Ric Flair Drip,Offset,,,Offset & Metro Boomin,io.weav.tracks.RicFlairDrip,RicFlairDrip,['Hip Hop'],QZ45A1700064,A10328E0008518476J,886446838526,0
331,"['recXjEasHYoQGhuQp', 'rec0DHKwd4gZGUl8K']",https://open.spotify.com/search/songs/Offset%20Metro%20Boomin%20-%20Ric%20Flair%20Drip(Instrumental)%20,Ric Flair Drip,Offset,,,Offset & Metro Boomin,io.weav.tracks.RicFlairDripInstrumental,RicFlairDrip,['Hip Hop'],QZ45A1700064,A10328E0008518476J,886446838526,0
332,"['rec0DHKwd4gZGUl8K', 'rec087JQVvgTsYugn']",https://open.spotify.com/search/songs/Camila%20Cabello%20-%20OMG%20ft.%20Quavo%20,OMG,Camila Cabello,['recgk0C0E1qXhqJn5'],Quavo,Camila Cabello,io.weav.tracks.OMG,OMG,['Pop'],USSM11706904,A10328E0008412521G,886446672960,9
333,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Future%20-%20Selfish%20ft.%20Rihanna%20,Selfish,Future,['recOrUG6KkIBuVrAR'],Rihanna,Future,io.weav.tracks.Selfish,Selfish,['Hip Hop'],USSM11701732,A10328E0008202213F,886446376905,0
334,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/French%20Montana%20-%20Slide%20ft.%20Blueface%20Lil%20Tjay%20,Slide,French Montana,"['recStxy8wydvFypKN', 'receILLnG7yJb1Pc8']",Blueface & Lil Tjay,French Montana,io.weav.tracks.Slide,Slide,['Hip Hop'],USSM11902639,A10328E00089924887,886447665275,8
335,['rec0DHKwd4gZGUl8K'],https://open.spotify.com/search/songs/Future%20-%20Comin%20Out%20Strong%20ft.%20The%20Weeknd%20,Comin Out Strong,Future,['rec5QNbpnmNbRLQHw'],The Weeknd,Future,io.weav.tracks.CominOutStrong,CominOutStrong,['Hip Hop'],USSM11701719,A10328E0008202200P,886446376905,0
